Calificaci—n,"Categoria Real (1=Fraude, 0=NoFraude)",fp,tp,fpr,tpr,a
0.003638274,0,4189,84,0.417730355,0.954545455,0.422400158
0.003638274,0,4190,84,0.417830076,0.954545455,0.422499011
0.003638274,0,4191,84,0.417929797,0.954545455,0.422597865
0.003638274,0,4192,84,0.418029517,0.954545455,0.422696718
0.003638274,0,4193,84,0.418129238,0.954545455,0.422795571
0.003638274,0,4194,84,0.418228959,0.954545455,0.422894425
0.003636086,0,4195,84,0.41832868,0.954545455,0.422993278
0.003636086,0,4196,84,0.4184284,0.954545455,0.423092131
0.003636086,0,4197,84,0.418528121,0.954545455,0.423190985
0.003636086,0,4198,84,0.418627842,0.954545455,0.423289838
0.003626968,0,4199,84,0.418727563,0.954545455,0.423388691
0.003626968,0,4200,84,0.418827284,0.954545455,0.423487544
0.003626968,0,4201,84,0.418927004,0.954545455,0.423586398
0.003626968,0,4202,84,0.419026725,0.954545455,0.423685251
0.003620447,0,4203,84,0.419126446,0.954545455,0.423784104
0.003620447,0,4204,84,0.419226167,0.954545455,0.423882958
0.003620447,0,4205,84,0.419325888,0.954545455,0.423981811
0.003620447,0,4206,84,0.419425608,0.954545455,0.424080664
0.003620447,0,4207,84,0.419525329,0.954545455,0.424179518
0.003620447,0,4208,84,0.41962505,0.954545455,0.424278371
0.003620447,0,4209,84,0.419724771,0.954545455,0.424377224
0.003620447,0,4210,84,0.419824491,0.954545455,0.424476078
0.003620447,0,4211,84,0.419924212,0.954545455,0.424574931
0.003620447,0,4212,84,0.420023933,0.954545455,0.424673784
0.003620447,0,4213,84,0.420123654,0.954545455,0.424772637
0.003620447,0,4214,84,0.420223375,0.954545455,0.424871491
0.003618716,0,4215,84,0.420323095,0.954545455,0.424970344
0.003618716,0,4216,84,0.420422816,0.954545455,0.425069197
0.003618716,0,4217,84,0.420522537,0.954545455,0.425168051
0.003618716,0,4218,84,0.420622258,0.954545455,0.425266904
0.003618716,0,4219,84,0.420721978,0.954545455,0.425365757
0.003618716,0,4220,84,0.420821699,0.954545455,0.425464611
0.003618716,0,4221,84,0.42092142,0.954545455,0.425563464
0.003618716,0,4222,84,0.421021141,0.954545455,0.425662317
0.003605074,0,4223,84,0.421120862,0.954545455,0.42576117
0.003605074,0,4224,84,0.421220582,0.954545455,0.425860024
0.003605074,0,4225,84,0.421320303,0.954545455,0.425958877
0.003605074,0,4226,84,0.421420024,0.954545455,0.42605773
0.003605074,0,4227,84,0.421519745,0.954545455,0.426156584
0.003605074,0,4228,84,0.421619465,0.954545455,0.426255437
0.003605074,0,4229,84,0.421719186,0.954545455,0.42635429
0.003605074,0,4230,84,0.421818907,0.954545455,0.426453144
0.003605074,0,4231,84,0.421918628,0.954545455,0.426551997
0.003603962,0,4232,84,0.422018349,0.954545455,0.42665085
0.003603962,0,4233,84,0.422118069,0.954545455,0.426749703
0.003603962,0,4234,84,0.42221779,0.954545455,0.426848557
0.003603962,0,4235,84,0.422317511,0.954545455,0.42694741
0.003603962,0,4236,84,0.422417232,0.954545455,0.427046263
0.003603962,0,4237,84,0.422516953,0.954545455,0.427145117
0.003603962,0,4238,84,0.422616673,0.954545455,0.42724397
0.003603962,0,4239,84,0.422716394,0.954545455,0.427342823
0.003603962,0,4240,84,0.422816115,0.954545455,0.427441677
0.003603962,0,4241,84,0.422915836,0.954545455,0.42754053
0.003603962,0,4242,84,0.423015556,0.954545455,0.427639383
0.003603962,0,4243,84,0.423115277,0.954545455,0.427738236
0.003603962,0,4244,84,0.423214998,0.954545455,0.42783709
0.003603962,0,4245,84,0.423314719,0.954545455,0.427935943
0.003603962,0,4246,84,0.42341444,0.954545455,0.428034796
0.003603962,0,4247,84,0.42351416,0.954545455,0.42813365
0.003603962,0,4248,84,0.423613881,0.954545455,0.428232503
0.003603962,0,4249,84,0.423713602,0.954545455,0.428331356
0.003603962,0,4250,84,0.423813323,0.954545455,0.42843021
0.003603962,0,4251,84,0.423913043,0.954545455,0.428529063
0.003603962,0,4252,84,0.424012764,0.954545455,0.428627916
0.003603962,0,4253,84,0.424112485,0.954545455,0.428726769
0.003603962,0,4254,84,0.424212206,0.954545455,0.428825623
0.003603962,0,4255,84,0.424311927,0.954545455,0.428924476
0.003603962,0,4256,84,0.424411647,0.954545455,0.429023329
0.003603962,0,4257,84,0.424511368,0.954545455,0.429122183
0.003603962,0,4258,84,0.424611089,0.954545455,0.429221036
0.003603962,0,4259,84,0.42471081,0.954545455,0.429319889
0.003603962,0,4260,84,0.424810531,0.954545455,0.429418743
0.003603962,0,4261,84,0.424910251,0.954545455,0.429517596
0.003603962,0,4262,84,0.425009972,0.954545455,0.429616449
0.003603962,0,4263,84,0.425109693,0.954545455,0.429715302
0.003603962,0,4264,84,0.425209414,0.954545455,0.429814156
0.003603962,0,4265,84,0.425309134,0.954545455,0.429913009
0.003603962,0,4266,84,0.425408855,0.954545455,0.430011862
0.003603962,0,4267,84,0.425508576,0.954545455,0.430110716
0.003603962,0,4268,84,0.425608297,0.954545455,0.430209569
0.003603962,0,4269,84,0.425708018,0.954545455,0.430308422
0.003603962,0,4270,84,0.425807738,0.954545455,0.430407276
0.003603962,0,4271,84,0.425907459,0.954545455,0.430506129
0.003603962,0,4272,84,0.42600718,0.954545455,0.430604982
0.003603962,0,4273,84,0.426106901,0.954545455,0.430703836
0.003603962,0,4274,84,0.426206621,0.954545455,0.430802689
0.003603962,0,4275,84,0.426306342,0.954545455,0.430901542
0.003603962,0,4276,84,0.426406063,0.954545455,0.431000395
0.003603943,0,4277,84,0.426505784,0.954545455,0.431099249
0.003603943,0,4278,84,0.426605505,0.954545455,0.431198102
0.003603943,0,4279,84,0.426705225,0.954545455,0.431296955
0.003603943,0,4280,84,0.426804946,0.954545455,0.431395809
0.003603943,0,4281,84,0.426904667,0.954545455,0.431494662
0.003603943,0,4282,84,0.427004388,0.954545455,0.431593515
0.003603943,0,4283,84,0.427104108,0.954545455,0.431692369
0.003603943,0,4284,84,0.427203829,0.954545455,0.431791222
0.003603943,0,4285,84,0.42730355,0.954545455,0.431890075
0.003603943,0,4286,84,0.427403271,0.954545455,0.431988928
0.003603943,0,4287,84,0.427502992,0.954545455,0.432087782
0.003603943,0,4288,84,0.427602712,0.954545455,0.432186635
0.003603943,0,4289,84,0.427702433,0.954545455,0.432285488
0.003603943,0,4290,84,0.427802154,0.954545455,0.432384342
0.003603943,0,4291,84,0.427901875,0.954545455,0.432483195
0.003603943,0,4292,84,0.428001596,0.954545455,0.432582048
0.003603943,0,4293,84,0.428101316,0.954545455,0.432680902
0.003603943,0,4294,84,0.428201037,0.954545455,0.432779755
0.003603943,0,4295,84,0.428300758,0.954545455,0.432878608
0.003602387,0,4296,84,0.428400479,0.954545455,0.432977461
0.003602387,0,4297,84,0.428500199,0.954545455,0.433076315
0.003602387,0,4298,84,0.42859992,0.954545455,0.433175168
0.003602387,0,4299,84,0.428699641,0.954545455,0.433274021
0.003602387,0,4300,84,0.428799362,0.954545455,0.433372875
0.003602387,0,4301,84,0.428899083,0.954545455,0.433471728
0.003602387,0,4302,84,0.428998803,0.954545455,0.433570581
0.003602387,0,4303,84,0.429098524,0.954545455,0.433669435
0.003602387,0,4304,84,0.429198245,0.954545455,0.433768288
0.003602387,0,4305,84,0.429297966,0.954545455,0.433867141
0.003602387,0,4306,84,0.429397686,0.954545455,0.433965994
0.003602387,0,4307,84,0.429497407,0.954545455,0.434064848
0.003602387,0,4308,84,0.429597128,0.954545455,0.434163701
0.003602387,0,4309,84,0.429696849,0.954545455,0.434262554
0.003602387,0,4310,84,0.42979657,0.954545455,0.434361408
0.003602387,0,4311,84,0.42989629,0.954545455,0.434460261
0.003602387,0,4312,84,0.429996011,0.954545455,0.434559114
0.003602387,0,4313,84,0.430095732,0.954545455,0.434657968
0.003602387,0,4314,84,0.430195453,0.954545455,0.434756821
0.003602387,0,4315,84,0.430295174,0.954545455,0.434855674
0.003602387,0,4316,84,0.430394894,0.954545455,0.434954527
0.003602387,0,4317,84,0.430494615,0.954545455,0.435053381
0.003602387,0,4318,84,0.430594336,0.954545455,0.435152234
0.003602387,0,4319,84,0.430694057,0.954545455,0.435251087
0.003602387,0,4320,84,0.430793777,0.954545455,0.435349941
0.003602387,0,4321,84,0.430893498,0.954545455,0.435448794
0.003602387,0,4322,84,0.430993219,0.954545455,0.435547647
0.003602387,0,4323,84,0.43109294,0.954545455,0.435646501
0.003602387,0,4324,84,0.431192661,0.954545455,0.435745354
0.003602387,0,4325,84,0.431292381,0.954545455,0.435844207
0.003602387,0,4326,84,0.431392102,0.954545455,0.43594306
0.003602387,0,4327,84,0.431491823,0.954545455,0.436041914
0.003602387,0,4328,84,0.431591544,0.954545455,0.436140767
0.003602387,0,4329,84,0.431691264,0.954545455,0.43623962
0.003602387,0,4330,84,0.431790985,0.954545455,0.436338474
0.003602387,0,4331,84,0.431890706,0.954545455,0.436437327
0.003602387,0,4332,84,0.431990427,0.954545455,0.43653618
0.003602387,0,4333,84,0.432090148,0.954545455,0.436635034
0.003602387,0,4334,84,0.432189868,0.954545455,0.436733887
0.003602387,0,4335,84,0.432289589,0.954545455,0.43683274
0.003602387,0,4336,84,0.43238931,0.954545455,0.436931594
0.003602387,0,4337,84,0.432489031,0.954545455,0.437030447
0.003602387,0,4338,84,0.432588751,0.954545455,0.4371293
0.003602387,0,4339,84,0.432688472,0.954545455,0.437228153
0.003602387,0,4340,84,0.432788193,0.954545455,0.437327007
0.003602387,0,4341,84,0.432887914,0.954545455,0.43742586
0.003602387,0,4342,84,0.432987635,0.954545455,0.437524713
0.003602387,0,4343,84,0.433087355,0.954545455,0.437623567
0.003602387,0,4344,84,0.433187076,0.954545455,0.43772242
0.003602387,0,4345,84,0.433286797,0.954545455,0.437821273
0.003602387,0,4346,84,0.433386518,0.954545455,0.437920127
0.003602387,0,4347,84,0.433486239,0.954545455,0.43801898
0.003602387,0,4348,84,0.433585959,0.954545455,0.438117833
0.003602387,0,4349,84,0.43368568,0.954545455,0.438216686
0.003602387,0,4350,84,0.433785401,0.954545455,0.43831554
0.003602387,0,4351,84,0.433885122,0.954545455,0.438414393
0.003602387,0,4352,84,0.433984842,0.954545455,0.438513246
0.003602387,0,4353,84,0.434084563,0.954545455,0.4386121
0.003602387,0,4354,84,0.434184284,0.954545455,0.438710953
0.003602387,0,4355,84,0.434284005,0.954545455,0.438809806
0.003602387,0,4356,84,0.434383726,0.954545455,0.43890866
0.003602387,0,4357,84,0.434483446,0.954545455,0.439007513
0.003602387,0,4358,84,0.434583167,0.954545455,0.439106366
0.003602387,0,4359,84,0.434682888,0.954545455,0.439205219
0.003602387,0,4360,84,0.434782609,0.954545455,0.439304073
0.003602387,0,4361,84,0.434882329,0.954545455,0.439402926
0.003602387,0,4362,84,0.43498205,0.954545455,0.439501779
0.003602387,0,4363,84,0.435081771,0.954545455,0.439600633
0.003602387,0,4364,84,0.435181492,0.954545455,0.439699486
0.003602387,0,4365,84,0.435281213,0.954545455,0.439798339
0.003602387,0,4366,84,0.435380933,0.954545455,0.439897193
0.003602387,0,4367,84,0.435480654,0.954545455,0.439996046
0.003602387,0,4368,84,0.435580375,0.954545455,0.440094899
0.003602387,0,4369,84,0.435680096,0.954545455,0.440193752
0.003602387,0,4370,84,0.435779817,0.954545455,0.440292606
0.003602387,0,4371,84,0.435879537,0.954545455,0.440391459
0.003602387,0,4372,84,0.435979258,0.954545455,0.440490312
0.003602387,0,4373,84,0.436078979,0.954545455,0.440589166
0.003602387,0,4374,84,0.4361787,0.954545455,0.440688019
0.003602387,0,4375,84,0.43627842,0.954545455,0.440786872
0.003602387,0,4376,84,0.436378141,0.954545455,0.440885726
0.003602387,0,4377,84,0.436477862,0.954545455,0.440984579
0.003602387,0,4378,84,0.436577583,0.954545455,0.441083432
0.003602387,0,4379,84,0.436677304,0.954545455,0.441182285
0.003602387,0,4380,84,0.436777024,0.954545455,0.441281139
0.003602387,0,4381,84,0.436876745,0.954545455,0.441379992
0.003602387,0,4382,84,0.436976466,0.954545455,0.441478845
0.003602387,0,4383,84,0.437076187,0.954545455,0.441577699
0.003602387,0,4384,84,0.437175907,0.954545455,0.441676552
0.003602387,0,4385,84,0.437275628,0.954545455,0.441775405
0.003602387,0,4386,84,0.437375349,0.954545455,0.441874259
0.003602387,0,4387,84,0.43747507,0.954545455,0.441973112
0.003602387,0,4388,84,0.437574791,0.954545455,0.442071965
0.003602387,0,4389,84,0.437674511,0.954545455,0.442170819
0.003602387,0,4390,84,0.437774232,0.954545455,0.442269672
0.003602387,0,4391,84,0.437873953,0.954545455,0.442368525
0.003602387,0,4392,84,0.437973674,0.954545455,0.442467378
0.003602387,0,4393,84,0.438073394,0.954545455,0.442566232
0.003602387,0,4394,84,0.438173115,0.954545455,0.442665085
0.003602387,0,4395,84,0.438272836,0.954545455,0.442763938
0.003602387,0,4396,84,0.438372557,0.954545455,0.442862792
0.003602387,0,4397,84,0.438472278,0.954545455,0.442961645
0.003602387,0,4398,84,0.438571998,0.954545455,0.443060498
0.003602387,0,4399,84,0.438671719,0.954545455,0.443159352
0.003602387,0,4400,84,0.43877144,0.954545455,0.443258205
0.003602387,0,4401,84,0.438871161,0.954545455,0.443357058
0.003602387,0,4402,84,0.438970882,0.954545455,0.443455911
0.003602387,0,4403,84,0.439070602,0.954545455,0.443554765
0.003602387,0,4404,84,0.439170323,0.954545455,0.443653618
0.003602387,0,4405,84,0.439270044,0.954545455,0.443752471
0.003602387,0,4406,84,0.439369765,0.954545455,0.443851325
0.003602387,0,4407,84,0.439469485,0.954545455,0.443950178
0.003602387,0,4408,84,0.439569206,0.954545455,0.444049031
0.003602387,0,4409,84,0.439668927,0.954545455,0.444147885
0.003602387,0,4410,84,0.439768648,0.954545455,0.444246738
0.003602387,0,4411,84,0.439868369,0.954545455,0.444345591
0.003602387,0,4412,84,0.439968089,0.954545455,0.444444444
0.003602387,0,4413,84,0.44006781,0.954545455,0.444543298
0.003602387,0,4414,84,0.440167531,0.954545455,0.444642151
0.003602387,0,4415,84,0.440267252,0.954545455,0.444741004
0.003602387,0,4416,84,0.440366972,0.954545455,0.444839858
0.003602387,0,4417,84,0.440466693,0.954545455,0.444938711
0.003602387,0,4418,84,0.440566414,0.954545455,0.445037564
0.003602387,0,4419,84,0.440666135,0.954545455,0.445136418
0.003602387,0,4420,84,0.440765856,0.954545455,0.445235271
0.003602387,0,4421,84,0.440865576,0.954545455,0.445334124
0.003602387,0,4422,84,0.440965297,0.954545455,0.445432977
0.003602387,0,4423,84,0.441065018,0.954545455,0.445531831
0.003602387,0,4424,84,0.441164739,0.954545455,0.445630684
0.003602387,0,4425,84,0.44126446,0.954545455,0.445729537
0.003602387,0,4426,84,0.44136418,0.954545455,0.445828391
0.003602387,0,4427,84,0.441463901,0.954545455,0.445927244
0.003602387,0,4428,84,0.441563622,0.954545455,0.446026097
0.003602387,0,4429,84,0.441663343,0.954545455,0.446124951
0.003602387,0,4430,84,0.441763063,0.954545455,0.446223804
0.003602387,0,4431,84,0.441862784,0.954545455,0.446322657
0.003602387,0,4432,84,0.441962505,0.954545455,0.44642151
0.003602387,0,4433,84,0.442062226,0.954545455,0.446520364
0.003602387,0,4434,84,0.442161947,0.954545455,0.446619217
0.003602387,0,4435,84,0.442261667,0.954545455,0.44671807
0.003602387,0,4436,84,0.442361388,0.954545455,0.446816924
0.003602387,0,4437,84,0.442461109,0.954545455,0.446915777
0.003602387,0,4438,84,0.44256083,0.954545455,0.44701463
0.003602387,0,4439,84,0.44266055,0.954545455,0.447113484
0.003602387,0,4440,84,0.442760271,0.954545455,0.447212337
0.003602387,0,4441,84,0.442859992,0.954545455,0.44731119
0.003602387,0,4442,84,0.442959713,0.954545455,0.447410043
0.003602387,0,4443,84,0.443059434,0.954545455,0.447508897
0.003602387,0,4444,84,0.443159154,0.954545455,0.44760775
0.003602387,0,4445,84,0.443258875,0.954545455,0.447706603
0.003602387,0,4446,84,0.443358596,0.954545455,0.447805457
0.003602387,0,4447,84,0.443458317,0.954545455,0.44790431
0.003602387,0,4448,84,0.443558037,0.954545455,0.448003163
0.003602387,0,4449,84,0.443657758,0.954545455,0.448102017
0.003602387,0,4450,84,0.443757479,0.954545455,0.44820087
0.003602387,0,4451,84,0.4438572,0.954545455,0.448299723
0.003602387,0,4452,84,0.443956921,0.954545455,0.448398577
0.003602387,0,4453,84,0.444056641,0.954545455,0.44849743
0.003602387,0,4454,84,0.444156362,0.954545455,0.448596283
0.003602387,0,4455,84,0.444256083,0.954545455,0.448695136
0.003602387,0,4456,84,0.444355804,0.954545455,0.44879399
0.003602387,0,4457,84,0.444455525,0.954545455,0.448892843
0.003602387,0,4458,84,0.444555245,0.954545455,0.448991696
0.003602387,0,4459,84,0.444654966,0.954545455,0.44909055
0.003602387,0,4460,84,0.444754687,0.954545455,0.449189403
0.003602387,0,4461,84,0.444854408,0.954545455,0.449288256
0.003602387,0,4462,84,0.444954128,0.954545455,0.44938711
0.003602387,0,4463,84,0.445053849,0.954545455,0.449485963
0.003602387,0,4464,84,0.44515357,0.954545455,0.449584816
0.003602387,0,4465,84,0.445253291,0.954545455,0.449683669
0.003602387,0,4466,84,0.445353012,0.954545455,0.449782523
0.003602387,0,4467,84,0.445452732,0.954545455,0.449881376
0.003602387,0,4468,84,0.445552453,0.954545455,0.449980229
0.003602387,0,4469,84,0.445652174,0.954545455,0.450079083
0.003602387,0,4470,84,0.445751895,0.954545455,0.450177936
0.003602387,0,4471,84,0.445851615,0.954545455,0.450276789
0.003602387,0,4472,84,0.445951336,0.954545455,0.450375643
0.003602387,0,4473,84,0.446051057,0.954545455,0.450474496
0.003602387,0,4474,84,0.446150778,0.954545455,0.450573349
0.003602387,0,4475,84,0.446250499,0.954545455,0.450672202
0.003602387,0,4476,84,0.446350219,0.954545455,0.450771056
0.003602387,0,4477,84,0.44644994,0.954545455,0.450869909
0.003602387,0,4478,84,0.446549661,0.954545455,0.450968762
0.003602387,0,4479,84,0.446649382,0.954545455,0.451067616
0.003602387,0,4480,84,0.446749103,0.954545455,0.451166469
0.003602387,0,4481,84,0.446848823,0.954545455,0.451265322
0.003602387,0,4482,84,0.446948544,0.954545455,0.451364176
0.003602387,0,4483,84,0.447048265,0.954545455,0.451463029
0.003602387,0,4484,84,0.447147986,0.954545455,0.451561882
0.003602387,0,4485,84,0.447247706,0.954545455,0.451660735
0.003602387,0,4486,84,0.447347427,0.954545455,0.451759589
0.003602387,0,4487,84,0.447447148,0.954545455,0.451858442
0.003602387,0,4488,84,0.447546869,0.954545455,0.451957295
0.003602387,0,4489,84,0.44764659,0.954545455,0.452056149
0.003602387,0,4490,84,0.44774631,0.954545455,0.452155002
0.003602387,0,4491,84,0.447846031,0.954545455,0.452253855
0.003602387,0,4492,84,0.447945752,0.954545455,0.452352709
0.003602387,0,4493,84,0.448045473,0.954545455,0.452451562
0.003602387,0,4494,84,0.448145193,0.954545455,0.452550415
0.003602387,0,4495,84,0.448244914,0.954545455,0.452649268
0.003602387,0,4496,84,0.448344635,0.954545455,0.452748122
0.003602387,0,4497,84,0.448444356,0.954545455,0.452846975
0.003602387,0,4498,84,0.448544077,0.954545455,0.452945828
0.003602387,0,4499,84,0.448643797,0.954545455,0.453044682
0.003602387,0,4500,84,0.448743518,0.954545455,0.453143535
0.003602387,0,4501,84,0.448843239,0.954545455,0.453242388
0.003602387,0,4502,84,0.44894296,0.954545455,0.453341242
0.003602387,0,4503,84,0.44904268,0.954545455,0.453440095
0.003602387,0,4504,84,0.449142401,0.954545455,0.453538948
0.003602387,0,4505,84,0.449242122,0.954545455,0.453637802
0.003602387,0,4506,84,0.449341843,0.954545455,0.453736655
0.003602387,0,4507,84,0.449441564,0.954545455,0.453835508
0.003602387,0,4508,84,0.449541284,0.954545455,0.453934361
0.003602387,0,4509,84,0.449641005,0.954545455,0.454033215
0.003602387,0,4510,84,0.449740726,0.954545455,0.454132068
0.003602387,0,4511,84,0.449840447,0.954545455,0.454230921
0.003602387,0,4512,84,0.449940168,0.954545455,0.454329775
0.003602387,0,4513,84,0.450039888,0.954545455,0.454428628
0.003602387,0,4514,84,0.450139609,0.954545455,0.454527481
0.003602387,0,4515,84,0.45023933,0.954545455,0.454626335
0.003602387,0,4516,84,0.450339051,0.954545455,0.454725188
0.003602387,0,4517,84,0.450438771,0.954545455,0.454824041
0.003602387,0,4518,84,0.450538492,0.954545455,0.454922894
0.003602387,0,4519,84,0.450638213,0.954545455,0.455021748
0.003602387,0,4520,84,0.450737934,0.954545455,0.455120601
0.003602387,0,4521,84,0.450837655,0.954545455,0.455219454
0.003602387,0,4522,84,0.450937375,0.954545455,0.455318308
0.003602387,0,4523,84,0.451037096,0.954545455,0.455417161
0.003602387,0,4524,84,0.451136817,0.954545455,0.455516014
0.003602387,0,4525,84,0.451236538,0.954545455,0.455614868
0.003602387,0,4526,84,0.451336258,0.954545455,0.455713721
0.003602387,0,4527,84,0.451435979,0.954545455,0.455812574
0.003602387,0,4528,84,0.4515357,0.954545455,0.455911427
0.003602387,0,4529,84,0.451635421,0.954545455,0.456010281
0.003602387,0,4530,84,0.451735142,0.954545455,0.456109134
0.003602387,0,4531,84,0.451834862,0.954545455,0.456207987
0.003602387,0,4532,84,0.451934583,0.954545455,0.456306841
0.003602387,0,4533,84,0.452034304,0.954545455,0.456405694
0.003602387,0,4534,84,0.452134025,0.954545455,0.456504547
0.003602387,0,4535,84,0.452233746,0.954545455,0.456603401
0.003602387,0,4536,84,0.452333466,0.954545455,0.456702254
0.003602387,0,4537,84,0.452433187,0.954545455,0.456801107
0.003602387,0,4538,84,0.452532908,0.954545455,0.45689996
0.003602387,0,4539,84,0.452632629,0.954545455,0.456998814
0.003602387,0,4540,84,0.452732349,0.954545455,0.457097667
0.003602387,0,4541,84,0.45283207,0.954545455,0.45719652
0.003602387,0,4542,84,0.452931791,0.954545455,0.457295374
0.003602387,0,4543,84,0.453031512,0.954545455,0.457394227
0.003602387,0,4544,84,0.453131233,0.954545455,0.45749308
0.003602387,0,4545,84,0.453230953,0.954545455,0.457591934
0.003602387,0,4546,84,0.453330674,0.954545455,0.457690787
0.003602387,0,4547,84,0.453430395,0.954545455,0.45778964
0.003602387,0,4548,84,0.453530116,0.954545455,0.457888493
0.003602387,0,4549,84,0.453629836,0.954545455,0.457987347
0.003602387,0,4550,84,0.453729557,0.954545455,0.4580862
0.003602387,0,4551,84,0.453829278,0.954545455,0.458185053
0.003602387,0,4552,84,0.453928999,0.954545455,0.458283907
0.003602387,0,4553,84,0.45402872,0.954545455,0.45838276
0.003602387,0,4554,84,0.45412844,0.954545455,0.458481613
0.003602387,0,4555,84,0.454228161,0.954545455,0.458580467
0.003602387,0,4556,84,0.454327882,0.954545455,0.45867932
0.003602387,1,4556,85,0.454327882,0.965909091,0.458778173
0.003602387,0,4557,85,0.454427603,0.965909091,0.458877026
0.003602387,0,4558,85,0.454527323,0.965909091,0.45897588
0.003602387,0,4559,85,0.454627044,0.965909091,0.459074733
0.003602387,0,4560,85,0.454726765,0.965909091,0.459173586
0.003602387,0,4561,85,0.454826486,0.965909091,0.45927244
0.003602387,0,4562,85,0.454926207,0.965909091,0.459371293
0.003602387,0,4563,85,0.455025927,0.965909091,0.459470146
0.003602387,0,4564,85,0.455125648,0.965909091,0.459569
0.003602387,0,4565,85,0.455225369,0.965909091,0.459667853
0.003602387,0,4566,85,0.45532509,0.965909091,0.459766706
0.003602387,0,4567,85,0.455424811,0.965909091,0.45986556
0.003602387,0,4568,85,0.455524531,0.965909091,0.459964413
0.003602387,0,4569,85,0.455624252,0.965909091,0.460063266
0.003602387,0,4570,85,0.455723973,0.965909091,0.460162119
0.003602387,0,4571,85,0.455823694,0.965909091,0.460260973
0.003602387,0,4572,85,0.455923414,0.965909091,0.460359826
0.003602387,0,4573,85,0.456023135,0.965909091,0.460458679
0.003602387,0,4574,85,0.456122856,0.965909091,0.460557533
0.003602387,0,4575,85,0.456222577,0.965909091,0.460656386
0.003602387,0,4576,85,0.456322298,0.965909091,0.460755239
0.003602387,0,4577,85,0.456422018,0.965909091,0.460854093
0.003602387,0,4578,85,0.456521739,0.965909091,0.460952946
0.003602387,0,4579,85,0.45662146,0.965909091,0.461051799
0.003602387,0,4580,85,0.456721181,0.965909091,0.461150652
0.003602387,0,4581,85,0.456820901,0.965909091,0.461249506
0.003602387,0,4582,85,0.456920622,0.965909091,0.461348359
0.003602387,0,4583,85,0.457020343,0.965909091,0.461447212
0.003602387,0,4584,85,0.457120064,0.965909091,0.461546066
0.003602387,0,4585,85,0.457219785,0.965909091,0.461644919
0.003602387,0,4586,85,0.457319505,0.965909091,0.461743772
0.003602387,0,4587,85,0.457419226,0.965909091,0.461842626
0.003602387,0,4588,85,0.457518947,0.965909091,0.461941479
0.003602387,0,4589,85,0.457618668,0.965909091,0.462040332
0.003602387,0,4590,85,0.457718389,0.965909091,0.462139185
0.003602387,0,4591,85,0.457818109,0.965909091,0.462238039
0.003602387,0,4592,85,0.45791783,0.965909091,0.462336892
0.003602387,0,4593,85,0.458017551,0.965909091,0.462435745
0.003602387,0,4594,85,0.458117272,0.965909091,0.462534599
0.003602387,0,4595,85,0.458216992,0.965909091,0.462633452
0.003602387,0,4596,85,0.458316713,0.965909091,0.462732305
0.003602387,0,4597,85,0.458416434,0.965909091,0.462831159
0.003602387,0,4598,85,0.458516155,0.965909091,0.462930012
0.003602387,0,4599,85,0.458615876,0.965909091,0.463028865
0.003602387,0,4600,85,0.458715596,0.965909091,0.463127718
0.003602387,0,4601,85,0.458815317,0.965909091,0.463226572
0.003602387,0,4602,85,0.458915038,0.965909091,0.463325425
0.003602387,0,4603,85,0.459014759,0.965909091,0.463424278
0.003602387,0,4604,85,0.459114479,0.965909091,0.463523132
0.003602387,0,4605,85,0.4592142,0.965909091,0.463621985
0.003602387,0,4606,85,0.459313921,0.965909091,0.463720838
0.003602387,0,4607,85,0.459413642,0.965909091,0.463819692
0.003602387,0,4608,85,0.459513363,0.965909091,0.463918545
0.003602387,0,4609,85,0.459613083,0.965909091,0.464017398
0.003602387,0,4610,85,0.459712804,0.965909091,0.464116251
0.003602387,0,4611,85,0.459812525,0.965909091,0.464215105
0.003602387,0,4612,85,0.459912246,0.965909091,0.464313958
0.003602387,0,4613,85,0.460011966,0.965909091,0.464412811
0.003602387,0,4614,85,0.460111687,0.965909091,0.464511665
0.003602387,0,4615,85,0.460211408,0.965909091,0.464610518
0.003602387,0,4616,85,0.460311129,0.965909091,0.464709371
0.003602387,0,4617,85,0.46041085,0.965909091,0.464808225
0.003602387,0,4618,85,0.46051057,0.965909091,0.464907078
0.003602387,0,4619,85,0.460610291,0.965909091,0.465005931
0.003602387,0,4620,85,0.460710012,0.965909091,0.465104784
0.003602387,0,4621,85,0.460809733,0.965909091,0.465203638
0.003602387,0,4622,85,0.460909454,0.965909091,0.465302491
0.003602387,0,4623,85,0.461009174,0.965909091,0.465401344
0.003602387,0,4624,85,0.461108895,0.965909091,0.465500198
0.003602387,0,4625,85,0.461208616,0.965909091,0.465599051
0.003602387,0,4626,85,0.461308337,0.965909091,0.465697904
0.003602387,0,4627,85,0.461408057,0.965909091,0.465796758
0.003602387,0,4628,85,0.461507778,0.965909091,0.465895611
0.003602387,0,4629,85,0.461607499,0.965909091,0.465994464
0.003602387,0,4630,85,0.46170722,0.965909091,0.466093318
0.003602387,0,4631,85,0.461806941,0.965909091,0.466192171
0.003602387,0,4632,85,0.461906661,0.965909091,0.466291024
0.003602387,0,4633,85,0.462006382,0.965909091,0.466389877
0.003602387,0,4634,85,0.462106103,0.965909091,0.466488731
0.003602387,0,4635,85,0.462205824,0.965909091,0.466587584
0.003602387,0,4636,85,0.462305544,0.965909091,0.466686437
0.003602387,0,4637,85,0.462405265,0.965909091,0.466785291
